שם הסוגיה,מספר חוקים
"מענקים כלכליים לתושבי קו העימות שלא פונו",1
"מענקים למימון הוצאות טיפול בפעוטות ליתומים",1
"מענקים למעסיקים המעסיקים חיילים ששירתו כלוחמים",1
"מענקים ממשלתיים לבניית מיגון ביישובים מאוימים",1
"מענקים רבעוניים לקידום מאמצי שחרור ואיתור של נעדרים וחטופים",1
"מעצר קטינים החשודים בעבירות ביטחון",1
"מעצרים מינהליים והגבלות לאזרחי ישראל החברים בארגוני טרור",1
"מערך סיוע ותמיכה לבני משפחות נעדרים אזרחיים",1
"מקומות חניה ייעודיים לעגלות ילדים",1
"מקור חירום לאספקת חשמל בבניינים רבי קומות",1
"מקורות מימון לקרן הפיצויים עבור אסונות טבע",1
"מקורות מימון לקרן פיצויים בגין אסון טבע",1
"מקורות מימוש פיצויים לקורבנות טרור מנכסים שנתפסו",1
"מרכז רישום מאוחד למוסדות להשכלה גבוהה",1
"מרכיב ההעמסה בביטוח חובה לדו-גלגלי",1
"מרשם כוננים ממלכתי והזנקה חוצת-ארגונים",1
"משאבים ואמצעים ליושב ראש האופוזיציה ברשות המקומית",1
"משאל עם על העברת סמכויות באזור יהודה והשומרון",1
"משטר רישוי לכריתת אילנות והטלת היטלים",1
"משטר רישוי לפעולות ושירותים הקשורים בקרינה מייננת",1
"משיכה מוקדמת מקרן השתלמות בהטבת מס בשעת חירום",1
"משיכה מוקדמת מקרן השתלמות לרכישת דירה ראשונה",1
"משיכה מוקדמת פטורה ממס מקרן השתלמות בעת הגבלות עסקיות",1
"משיכה מוקדמת פטורה ממס של קרן השתלמות לרכישת דירה ראשונה",1
"משיכת קרן השתלמות בפטור ממס למפונים",1
"משיכת קרן השתלמות לפני המועד לתושבים מפונים",1
"משיכת קרן השתלמות פטורה ממס לאחר לידה או אימוץ",1
"משך המנוחה השבועית",1
"משך הפטור מארנונה לבניינים הנהרסים או ניזוקים",1
"משך זמן ביטול שעבודים ומשכנתאות בבנקים",1
"משך זמן לביטול שעבוד בנקאי",1
"משך זמן לביטול שעבוד ומשכנתה בבנקים",1
"משך זמן מענה לפניות ציבור",1
"משך כהונת המפכ״ל",1
"משך כהונת הרמטכ״ל",1
"משך כהונת רבנים וגיל פרישה",1
"משך מניעת מפגש בין עצור לבין עורך דין",1
"משך מעצר מינהלי ראשוני של חיילים",1
"משך מעצר עד תום ההליכים והתנייתו בחיוניות",1
"משך מעצר של חשוד בעבירת ביטחון לפני הגשת כתב אישום",1
"משך שירות החובה לגברים בצה""ל",1
"משך שמירת חומר ארכיוני בידי עורכי דין",1
"משך שמירת נתוני אשראי שליליים במאגר",1
"משך שמירת צילומי האבטחה",1
"משך תנאי שחרור בערובה בידי קצין משטרה ממונה",1
"משך תנאי שחרור בערובה לחשודים",1
"משך תקופת אי-העסקה המותרת לעובד זר טרם ביטול אשרה",1
"משך תקופת אי-העסקה המותרת לעובד זר לפני ביטול אשרה",1
"משך תקופת הארכת כהונה של חברי מועצה בהיעדר בחירות במועד",1
"משך תקופת הבחירות לעניין מיסוי תשלומים ברשויות המקומיות",1
"משך תקופת ההתמחות לעריכת דין",1
"משך תקופת הזכאות לדמי לידה",1
"משך תקופת הזכאות לסיוע לבני משפחה של נפגעי תאונות דרכים",1
"משך תקופת הזכאות לסיוע לבני משפחת נפגעי תאונות דרכים",1
"משך תקופת החזקת דירות במקביל לצורך זכאות להטבות מס רכישה ושבח",1
"משך תקופת הכהונה של נשיא בית הדין השרעי הגדול",1
"משך תקופת הלידה וההורות בתשלום",1
"משך תקופת הסיוע לבני משפחת נפגעי תאונות דרכים",1
"משך תקופת לידה והורות לעובדות בעבודה פיזית קשה",1
"משלוח טובין ליעד חלופי עקב שיבוש",1
"משמורת קטינים וביטול חזקת הגיל הרך",1
"מתודולוגיה לקביעת שאריות חומרי הדברה במזון",1
"מתווה גיוס ודחיית שירות לתלמידי ישיבות",1
"מתווה חישוב חלף היטל השבחה לרשויות מקומיות",1
"מתכונת אחידה לתלוש שכר ופנקס שכר",1
"מתכונת מינוי ותנאי כשירות של ראש התביעה הכללית",1
"מתן אזרחות לילדי מהגרים בלתי חוקיים",1
"מתן אזרחות לילדי נכנסים לא חוקיים",1
"מתן גמול כספי לחיילים בשירות סדיר לקראת שחרורם",1
"מתן הטבות בקופות חולים בבתי מרקחת שאינם בהסדר",1
"מתן הטבות והקלות מס לעובדים בפריפריה",1
"מתן היתר להעסקת עובד זר בסיעוד לבעלי נכות",1
"מתן הסכמה לטיפול רפואי על ידי בני משפחה בהיעדר כשירות",1
"מתן הפטר לאלתר לחייבים מעבר לגיל פרישה",1
"מתן הקלות לבניינים קיימים",1
"מתן חשבון חלופי בבנק ישראל ללקוחות שחשבונותיהם הוגבלו עקב סנקציות זרות",1
"מתן חשבון חלופי בבנק ישראל ללקוחות שחשבונותיהם נחסמו עקב סנקציות זרות",1
"מתן טיפול רפואי שגרתי לקטינים ללא נוכחות הורה",1
"מתן טיפול שיקום מונע לעבירות מין ללא הרשעה פלילית",1
"מתן ייעוץ פנסיוני דיגיטלי בידי בנקים ללא סניפים",1
"מתן ייעוץ פנסיוני דיגיטלי ומרחוק בידי בנקים",1
"מתן כשרות בידי רב מקומי מחוץ לתחומו",1
"מתן מידע והפעלת תוכניות שיקום בשפה הערבית לאסירים",1
"מתן מעמד אזור עדיפות לאומית והקמת מינהלת שיקום לדרום תל אביב",1
"מתן מעמד רישיון ביקור והתרת עבודה למסתננים שאינם ניתנים להרחקה",1
"מתן מעמד תושבות לדרוזים מסוריה הדרומית",1
"מתן מענקי השקעה מוגדלים למפעלים בחבל התקומה",1
"מתן מענקים כלכליים לעזיבת תושבי יהודה והשומרון",1
"מתן מענקים מוניציפליים מבוססי היתרי בנייה למגורים",1
"מתן מרשמים לקנאביס רפואי והמשך טיפול",1
"מתן סיוע וליווי משפטי ממלכתי לנפגעי עבירות מין בהליך הפלילי",1
"מתן סיוע טיפולי חיצוני לתלמידים נפגעי חרם חברתי",1
"מתן סיוע ממשלתי ייעודי לנפגעי אסון לאומי חריג",1
"מתן סיוע נוסף לנפגעי איאסון לאומי מעבר לדין הקיים",1
"מתן סיוע נוסף לנפגעי מאורעות 7 באוקטובר",1
"מתן עדות של נפגעי עבירת דמי חסות שלא בנוכחות הנאשם",1
"מתן עדות שלא בפני הנאשם בעבירות סחיטה ודמי חסות",1
"מתן עדות שלא בפני הנאשם בעבירת פרוטקשן",1
"מתן עדיפות במכרזים לתורמי מזון עודף",1
"מתן עדיפות לגופים ציבוריים בהגשת תוכניות שיקום",1
"מתן עדיפות למשרתים בשירות סדיר או לאומי בקבלה לשירות המדינה",1
"מתן ערבויות מדינה לאשראי של קרנות להשקעות במקרקעין",1
"מתן פטור ממסים ואגרות לתאגיד לאומי",1
"מתן פטור ממסים ותשלומי חובה לארגוני נכים ונפגעי איבה",1
"מתן פיצוי כספי מינהתי מאוצר המדינה לנפגעי עבירות מין",1
"מתן פרס כספי ופרסום פרטים לאיתור מחבלים נמלטים",1
"מתן צו הגנה בהליך פלילי",1
"מתן צו הגנה במעמד צד אחד בעילה של אלימות נפשית",1
"מתן צו לשיקום כלכלי על יסוד הכתב",1
"מתן קביעות להטבת מס להשקעות בחברות הזנק",1
"מתן קצבאות וסיוע כלכלי ייעודי לנפגעי הלם קרב בהתאם לדרגות פגיעה ומבחני הכנסה",1
"מתן קצבאות וסיוע כלכלי לנפגעי הלם קרב לפי דרגות פגיעה",1
"מתן קצבאות וסיוע כלכלי לנפגעי הלם קרב לפי דרגות פגיעה ומבחני הכנסה",1
"מתן קצבאות וסיוע כלכלי לנפגעי פוסט-טראומה לפי דרגות פגיעה ומבחני הכנסה",1
"מתן קצבאות וסיוע סוציאלי לנפגעי הלם קרב לפי דרגת פגיעה ומבחני הכנסה",1
"מתן רישוי מקצועי על בסיס הכשרה מקצועית שאינה תואר אקדמי",1
"מתן רישיון רואה חשבון לעורכי דין שהם יועצי מס",1
"מתן רישיונות ורגולציה לנותני שירותים פיננסיים זרים",1
"מתן רישיונות ישיבת ביקור ותעסוקה למסתננים שאינם בני הרחקה ותמריצים לפיזורם הגיאוגרפי",1
"מתן רישיונות נהיגה לשוהים בלתי חוקיים ומסתננים",1
"מתן שירותי בריאות במרפאות ביישובים קטנים לחברי קופות חולים אחרות",1
"מתן שירותי בריאות למבוטחי קופות אחרות ביישובים קטנים וסמוכים",1
"מתן שירותי הפקדה הדדיים בכספומטים בין בנקים",1
"מתן שירותי מידע פיננסי וייעוץ על ידי עמותות",1
"מתן שירותי רפואה במרפאות ביישובים קטנים למבוטחי קופות חולים אחרות",1
"מתן תעודות הכשר בידי רב מקומי מחוץ לגבולות הרשות המקומית",1
"מתקנים ושירותים נלווים במרחב מוגן דירתי ביישובים סמוכי גבול",1
"נבצרות רפואית של חבר פרלמנט והחלפתו הזמנית",1
"נגישות הציבור לרישומי מקרקעין ביהודה והשומרון",1
"נגישות לחומרי ארכיון של תאגיד השידור הישראלי ותמחורם",1
"נגישות למידע על היסטוריית רכב משומש לפני רכישה",1
"נגישות לרשומות רפואיות ומסירתן",1
"נגישות לשכות שירות התעסוקה בפריפריה וביישובים",1
"נגישות לשכות תעסוקה בפריסה ארצית",1
"נגישות לשכות תעסוקה בפריפריה וביישובים",1
"נגישות מוסכים עצמאיים למידע וציוד טכני של יצרני רכב",1
"נגישות מוקד טלפוני לביטול עסקה",1
"נגישות מוקדים טלפוניים ומענה אנושי לרכישות באינטרנט",1
"נגישות מידע רפואי לעיוורים ולקויי ראייה",1
"נגישות מסמכי מכרז עירוניים לציבור",1
"נגישות מענה אנושי לאזרחים ותיקים ללא תשלום",1
"נגישות פיזית בתחבורה ציבורית בין-עירונית",1
"נגישות שירות טלפוני לאזרחים ותיקים",1
"נגישות שירות טלפוני לביטול עסקה",1
"נגישות שירותי הפקדה בכספומטים חוץ-בנקאיים",1
"נוכחות וחופש תנועה של ישראלים בחבל עזה",1
"נוכחות עורך דין בחקירת חשוד בעבירות פשע",1
"נוכחות עורך דין בחקירת קטין",1
"נוכחות עורך דין בחקירת קטינים ואנשים עם מוגבלות",1
"נוסח הצהרת האמונים של חברי הכנסת",1
"נוסחה אחידה לחלוקת תמיכה כלכלית בילדים",1
"נוסחת חישוב מזונות ילדים",1
"נוקשות חוק-יסוד: ברית החיים",1
"נוקשות חוקתית ואיסור פגיעה בתקנות חירום",1
"נוקשות חוקתית לחוקי יסוד",1
"נטילת אמצעי זיהוי וביצוע חיפושים במפוקחים",1
"נטילת זרע מנפטר ושימוש בו בידי בת הזוג או הורים",1
"נטל ההוכחה בתביעות חושפי שחיתות",1
"נטל ההוכחה בתביעות להחזר ניכויים משכר",1
"נטל ההוכחה בתביעות נגד מבטחים בגין אי-תשלום תגמולי ביטוח",1
"נטל ההוכחה בתביעות נזיקין בגין התמשכות הליכים פליליים",1
"נטל ההוכחה בתביעות שכר שווה",1
"נטל ההוכחה והתנאים להסרת סייג האחריות הנזיקית לפעילי טרור לשעבר",1
"נטל הוכחה וחזקות משפטיות במחלוקת על תוכן שיחה שלא נמסרה",1
"נטל הראיה בתביעות נזיקין בגין עיכוב שווא",1
"נטל הראיה והסנקציות המשפטיות עקב אי מסירת הקלטת שיחה לצרכן",1
"נטרול השפעת תגמולי מילואים וירידת הכנסה או שעות עבודה על זכאות לסבסוד",1
"ניגוד עניינים של דירקטורים מקרב עובדי החברה",1
"ניהול אזרחי ביהודה והשומרון",1
"ניהול אחוד בפרויקטים להשכרה ארוכת טווח",1
"ניהול אחוד וריכוז סמכויות בארגון הילולת מירון",1
"ניהול והקצאת קרקעות בהתיישבות הכפרית ביהודה והשומרון",1
"ניהול ושחרור נכסי מקרקעין עזובים בידי האפוטרופוס הכללי",1
"ניהול מרשם ציבורי של מסיימי הכשרת עוזרי בטיחות",1
"ניהול נכסים עזובים ללא צו שיפוטי",1
"ניהול עירוני של מיפוי והצללת המרחב הציבורי",1
"ניוד הלוואות לדיור בין בנקים",1
"ניוד זכויות בנייה ופטור ממכרז כפיצוי על צמצום זכויות",1
"ניוד זכויות ופטור ממכרז כפיצוי על צמצום זכויות בנייה",1
"ניוד מידע רפואי בין נותני שירותי בריאות",1
"ניוד מידע רפואי במעבר בין קופות חולים",1
"ניוד פיקדונות בנקאיים ללא העברת חשבון",1
"ניוד פיקדונות ותוכניות חיסכון ללא העברת חשבון בנק",1
"ניכוי דמי שכירות מהכנסה חייבת במס בהשכרת דירה",1
"ניכוי הוצאות טיפול בילדים במס הכנסה",1
"ניכוי הוצאות טיפול בילדים ממס הכנסה",1
"ניכוי הוצאות כיבוד מחוץ למקום העסק",1
"ניכוי הוצאות סוציאליות והפקדות פנסיוניות לעצמאים",1
"ניכוי מס בגין ביטוח בריאות לעצמאים",1
"ניכוי משכר העובד בגין נזק או הפרה",1
"ניכוי קצבת פרישה משירות קבע בעבודה כאזרח עובד צה״ל",1
"ניכוי ריבית משכנתה ממס הכנסה לרוכשי דירת מגורים יחידה",1
"ניכוי תקופת מעצר בית ומעצר אלקטרוני מעונש מאסר",1
"ניכוי תקופת מעצר בפיקוח אלקטרוני מעונש מאסר",1
"ניכויים לתשלומים וארגונים מתגמולי נכים ונפגעי איבה",1
"ניכויים מכספי פיקדון עובדים זרים עקב שהייה שלא כדין",1
"ניכויים משכר עובדים בגין נזקים",1
"נישואין אזרחיים בשטח שגרירות זרה",1
"נישואין אזרחיים בשטחי שגרירויות זרות",1
"ניתוק הסדרים משפטיים מהכרזה על מצב חירום",1
"ניתוק הפיקוח על צעצועים מסוכנים ממצב חירום ומעגנו בחקיקה ראשית",1
"ניתוק חשמל לצרכנים ביתיים בשל חוב",1
"ניתוק שירותי חשמל ומים לנכסים בשימוש אונר""א",1
"ניתוק שירותי חשמל ומים לנכסים של אונר״א",1
"ניתוק תחולת חקיקת חירום ממצב חירום פורמלי",1
"ניתוק תשתיות מים וחשמל לגופים אסורים",1
"נסיבה מחמירה בהיזק בזדון לקברים ולמצבות זיכרון",1
"נסיעת אופנועים בנתיבי תחבורה ציבורית",1
"נסיעת אמבולנסים בנתיבי תחבורה ציבורית",1
"נציג פיקוח מטעם המועצה בוועדות הפנימיות במוסדות",1
"נציגי ממשלה בוועדות המחוזיות לתכנון ולבנייה",1
"נקודות זיכוי במס הכנסה לאפוטרופוס",1
"נקודות זיכוי במס הכנסה לבני זוג של משרתי מילואים",1
"נקודות זיכוי במס הכנסה להורים לילדים עד גיל שלוש",1
"נקודות זיכוי במס הכנסה לשירות מילואים פעיל כמשרת לוחם",1
"נקודות זיכוי במס למשרתי מילואים",1
"נקודות זיכוי ממס הכנסה להורים",1
"נקודות זיכוי ממס הכנסה לחיילים משוחררים ששירותו כלוחמים",1
"נקודות זיכוי ממס הכנסה למשרתי מילואים פעילים",1
"נקודות זיכוי ממס לאפוטרופוס",1
"נקודות זיכוי ממס לבני זוג של משרתי מילואים",1
"נקודות זיכוי ממס להורים לילדים שבן זוגם שרת במילואים",1
"נקודות זיכוי ממס לחיילי מילואים",1
"נקודות זיכוי ממס למשפחות אומנה",1
"נקודות זכות וזיכוי בשכר לימוד למשרתי מילואים בחירום",1
"נקודת זיכוי במס למשרתים ולמילואים",1
"נקודת זיכוי ממס הכנסה בגין לימודי תואר ראשון",1
"נקודת זיכוי ממס הכנסה לחיילים ששירתו כלוחמים",1
"נקודת זיכוי ממס הכנסה לסטודנטים לתואר ראשון",1
"נקודת זיכוי ממס להורים ותומכים בסטודנטים",1
"נקודת זיכוי ממס למשרתי מילואים פעילים",1
"נקודת זיכוי ממס למשרתי מילואים פעילים ממושכים",1
"נקודת זיכוי ממס לסטודנטים",1
"נקודת זיכוי ממס לסטודנטים לתואר ראשון",1
"נשיאת והפקדת נשק ברישיון במקומות ציבוריים",1
"נשיאת מאסר במשמורת בקהילה כחלופה למאסר מאחורי סורג ובריח",1
"נשיאת נשק ארגוני בידי מאבטחים מחוץ לשעות העבודה",1
"סבסוד בניית ממד למבנים ישנים",1
"סבסוד והתקנת לחצני מצוקה לאזרחים ותיקים",1
"סבסוד לחצני מצוקה לאזרחים ותיקים",1
"סבסוד לימודי נהיגה לצעירים והתנייתו בהימנעות מעבירות תנועה",1
"סבסוד לימודים ומענק הבראה לאחים שכולים",1
"סבסוד מוצרי מזון בריא",1
"סבסוד מזון לתינוקות",1
"סבסוד מחוללי חמצן ניידים",1
"סבסוד ממשלתי והנגשת מוצרי מזון בריא",1
"סבסוד ממשלתי להגדלת היצע מזון בריא",1
"סבסוד ממשלתי למזון ללא גלוטן",1
"סבסוד ממשלתי לרכישת מזון בריא לאוכלוסיות במצב של אי-ביטחון תזונתי",1
"סבסוד ממשלתי לרכישת מזון רפואי",1
"סבסוד מעונות יום למשפחות משרתי מילואים",1
"סבסוד שכר לימוד וקדימות במעונות יום למשרתי מילואים",1
"סבסוד תחבורה ציבורית לניצולי שואה ואסירי ציון",1
"סבסוד תרופות לוותיקי מלחמת העולם השנייה",1
"סגירה מינהלית של עסק פועל ללא רישיון",1
"סגירת גופי שידור זרים",1
"סגירת מעברי גבול וניתוק קשרים עם רצועת עזה",1
"סדר זקיפת תשלומים בתיק ההוצאה לפועל",1
"סדרי תפילה והתנהגות בכותל המערבי",1
"סובסידיה לרכישת אמצעי חירום טכנולוגיים לאזרחים ותיקים",1
"סודיות רפואית ואיסור פרסום לגבי טיפול פסיכיאטרי בקטינים",1
"סחר משני בתדרי רדיו",1
"סטייה מדיני הראיות בהליך פלילי",1
"סטייה מדיני הראיות במשפטי טרור חמורים",1
"סטייה מדיני הראיות וסדרי הדין בהליך פלילי",1
"סטייה מדיני ראיות במשפטים פליליים",1
"סטייה מדיני ראיות במשפטים פליליים חמורים",1
"סטנדרטים להנגשת הודעות חירום בשידורי טלוויזיה",1
"סיווג יישובים דרוזיים וצ'רקסיים כאזורי פיתוח א'",1
"סיווג מאמני ספורט כמבוטחים שכירים בביטוח הלאומי",1
"סיווג פעילויות וחומרים מסוכנים לצורך היתרי רעלים",1
"סיום כהונת מועצת תאגיד השידור הקימת",1
"סיוע במיגון דירות באזורי קו עימות",1
"סיוע במימון טיפול נפשי לבני משפחות משרתי מילואים",1
"סיוע במימון טיפול נפשי להורה שאינו אלמן",1
"סיוע בשכר דירה לאוכלוסיות זכאיות",1
"סיוע בשכר דירה לחיילים משוחררים בודדים",1
"סיוע בשכר דירה לממתינים לדיור ציבורי",1
"סיוע בשכר דירה ממתינים לדיור ציבורי",1
"סיוע ותמיכה לבני משפחות נעדרים אזרחיים",1
"סיוע ותמיכה משפחתית לנעדרים אזרחיים",1
"סיוע כלכלי ומענקים לאלמנות ולהורים שכולים",1
"סיוע כלכלי להקמת ממ""ד",1
"סיוע כלכלי ראשוני למשפחות שכולות ואלמנות",1
"סיוע כספי לטיפול נפשי וזוגי לחיילי מילואים לוחמים",1
"סיוע לרשויות מקומיות חלשות בטיפול בפصולת מקרן ההטמנה",1
"סיוע ממשלתי לנוטלי משכנתאות עקב עליית ריבית",1
"סיוע משפטי בהליכים אזרחיים לנפגעי עבירות",1
"סיוע משפטי בתביעות בגין הפליה ללא מבחן כלכלי",1
"סיוע משפטי בתביעות הפליה",1
"סיוע משפטי ללא מבחן הכנסה למטופלים סיעודיים מול עובדים זרים",1
"סיוע משפטי ללא מבחן כלכלי למטופלים סיעודיים",1
"סיוע משפטי למטופלים סיעודיים",1
"סיוע משפטי לנפגעי הונאה ועושק",1
"סיוע משפטי לנפגעי עבירה סיעודיים",1
"סיוע משפטי לנפגעי עבירות בשלב החקירה",1
"סיוע משפטי לנפגעי עבירות מין בשלב החקירה ובהליכים אזרחיים",1
"סיוע משפטי לנפגעי עבירות מין והמתה",1
"סיוע משפטי לנפגעי פעולות איבה",1
"סיוע משפטי לקורבנות סחר בבני אדם ועבדות בשלב החקירה",1
"סיוע משפטי לקורבנות סחר בבני אדם ועבירות נלוות",1
"סיוע נפשי להורה שאינו אלמן",1
"סייגים והליך אישור למסמכי ארגון הבריאות העולמי",1
"סימון אופן גידול עופות מטילים על גבי ביצים ומארזים",1
"סימון אזהרה על שמני שיזוף",1
"סימון אזהרה על תרופות ממכרות",1
"סימון אלרגנים בתפריטים במסעדות",1
"סימון ארץ מקור בתוצרת חקלאית בתפזורת",1
"סימון הסדרי חניה עירוניים",1
"סימון ואכיפת חניה לרכב חשמלי בעמדות טעינה",1
"סימון מקומות חניה המושפעים משעות",1
"סימון פרטי מרכז רעלים על גבי אריזות חומרים מסוכנים",1
"סימון שפת מדרכה במקומות חניה המוגבלים בשעות",1
"סימון תזונתי במסעדות ובבתי אוכל",1
"סימון תכני בינה מלאכותית בפרסומות שידור",1
"סינון אתרי תוכן פדופילי בידי ספקי אינטרנט",1
"סינון אתרים פוגעניים במקומות ציבוריים",1
"סינון תכנים פוגעניים באינטרנט במקומות ציבוריים",1
"סירוב מתן שירות בנקאי בשל עיצומים זרים",1
"סירוב מתן שירות מטעמי אמונה דתית",1
"סכום מינימום להגבלת חשבון בשל שיקים ללא כיסוי",1
"סכום מענק חימום למקבלי הבטחת הכנסה בגיל פרישה",1
"סכומי מינימום ומקסימום להלוואות לדיור",1
"סל שירותי ספריות בחינם לתושבים",1
"סל תרבות לאזרחים ותיקים במסגרות דיור",1
"סמכויות אכיפה בתחום התכנון והבנייה",1
"סמכויות אכיפה והרחקה לפקחי רשות האוכלוסין",1
"סמכויות אכיפה וזימון של ועדות חקירה פרלמנטריות",1
"סמכויות אכיפה ומתן צווי מניעה בידי יו""ר ועדת הבחירות",1
"סמכויות אכיפה וענישה נגד גופי שידור זרים הפוגעים בביטחון המדינה",1
"סמכויות אכיפה מינהליות ואחריות בעלי רכב בעבירות הסעה",1
"סמכויות אכיפה של סיירות ביטחון עירוניות",1
"סמכויות אכיפה של קציני פיקוח על עברייני מין",1
"סמכויות בית המשפט ואחריות אתית של חברי הכנסת בגין הפרות סדר באולם",1
"סמכויות גבייה מינהליות של רשויות מקומיות",1
"סמכויות גבייה של תאגידי מים",1
"סמכויות הנגיד והרגולטור באסדרת נתוני אשראי לתאגידים",1
"סמכויות התמודדות עם כלי טיס בלתי מאוישים",1
"סמכויות התערבות ממשלתיות בספקי שירותי סייבר ואחסון בשעת חירום",1
"סמכויות וסדרי עבודה של ועדת שרים לענייני ביטחון לאומי",1
"סמכויות ועדה מקומית לאישור הקלות וסטייה מתוכנית",1
"סמכויות ועדה מקומית להגדלת שטחי בנייה",1
"סמכויות ועדת המשנה של המועצה הארצית לשינוי ייעוד קרקע למגורים",1
"סמכויות זימון ומסירת מידע לוועדות חקירה פרלמנטריות",1
"סמכויות חיפוש מורחבות באזורים מועדים לפשיעה אלימה",1
"סמכויות חיפוש משטרתיות באזורים מועדים לפשיעה",1
"סמכויות חיפוש משטרתיות בלא צו לאיתור נשק ותיעוד",1
"סמכויות חיפוש של פקחי הגירה",1
"סמכויות חיפוש של פקחים ללא צו שופט",1
"סמכויות חירום ומתן צווי הפסקה מינהליים לחברות אבטחה",1
"סמכויות חירום ומתן צווים לטיפול בזיהום ים",1
"סמכויות חסימה ומניעה של שידורי ערוצים זרים הפוגעים בביטחון המדינה",1
"סמכויות כליאה מנהלית ומעצר ללוחמים בלתי חוקיים באירועי 7 באוקטובר",1
"סמכויות מאבטחים במרחב הציבורי",1
"סמכויות מינוי דירקטורים ללא הליך תחרותי",1
"סמכויות ענישה משמעתית בשירות המדינה",1
"סמכויות פיצוי ואכיפה בגין אי-העסקה במתכונת חודשית",1
"סמכויות פיקוח ואכיפה של חטיבת חלופות הכליאה",1
"סמכויות פיקוח והוראות הפסקת שיווק ואיסוף (Recall) בהתאם לאסדרה האירופית",1
"סמכויות פיקוח, זימון עדים ומסירת מידע לוועדת החוץ והביטחון",1
"סמכויות רגולטוריות במצבי חירום לעניין פיקוח על מחירי מוצרים ושירותים",1
"סמכויות רכזי ביטחון שוטף לאומי והפעלת כוח",1
"סמכויות רשם לענייני ירושה",1
"סמכויות שוטר לעיכוב והפקקת מידע מטכוגרף דיגיטלי",1
"סמכויות תיאום מחירים וכמויות במועצת הצמחים",1
"סמכויות תפיסה וחילוט מזומן של שוהים בלתי חוקיים",1
"סמכות אומני חירום לאשר טיפול רפואי",1
"סמכות אומני חירום למתן הסכמה לטיפול רפואי",1
"סמכות איסור שימוש ברכב או בציוד מכני הנדסי בעבירות בנייה",1
"סמכות אישור מסירת מידע ביטחוני או מדיני בידי עובד ציבור לשעבר",1
"סמכות אישור שר הפנים על חוקי עזר לעניין עסקים בימי מנוחה",1
"סמכות אישור שר הפנים על חוקי עזר לעניין פתיחת עסקים בשבת",1
"סמכות אישור תוספות שכר בגופים ביטחוניים",1
"סמכות ביצוע חיפוש בעירום מלא",1
"סמכות ביקורת שיפוטית ופסילת חקיקה",1
"סמכות ביקורת שיפוטית על חוקים והיקף הרוב הנדרש לפסילתם",1
"סמכות בירור יזום והגשת תלונות על ידי צד שלישי לנציבות",1
"סמכות בית המשפט המחוזי לשחרור מעגינות",1
"סמכות בית משפט השלום למתן צווי עשה ומניעה בתביעות הפליה",1
"סמכות בתי דין דתיים בעניינים אזרחיים בהסכמה",1
"סמכות בתי דין רבניים בביטול גיור",1
"סמכות בתי דין רבניים בעניינים אזרחיים בהסכמה",1
"סמכות בתי דין רבניים בעניינים הנלווים לגירושין",1
"סמכות בתי דין רבניים לדון במזונות ילדים כעניין כרוך",1
"סמכות בתי הדין הדתיים בדיני מזונות",1
"סמכות בתי הדין הרבניים בהקדשות שנוסדו בפני בתי דין שרעיים",1
"סמכות בתי הדין הרבניים בחלוקת רכוש",1
"סמכות בתי הדין הרבניים בעניינים הנלווים לגירושין",1
"סמכות בתי משפט צבאיים לגזור עונש מוות",1
"סמכות גורם חיצוני לצמצום דיונים פליליים מטעמי ביטחון המדינה",1
"סמכות דייר לדרוש הפעלת מנגנון פיקוד שבת ברכוש המשותף",1
"סמכות דרישת מידע וביומטרי בשעת חירום ואירוע רב-נפגעים",1
"סמכות דרישת מידע רפואי, גנטי וביולוגי באירוע רב-נפגעים",1
"סמכות האכיפה הפלילית כלפי חברי הממשלה",1
"סמכות האכיפה הפלילית נגד נבחרי ציבור ופיצול תפקיד היועץ המשפטי לממשלה",1
"סמכות הגשת כתבי אישום בעבירות דמי חסות",1
"סמכות הדיון בשחרור על-תנאי בעבירות מין במאסרים קצרים",1
"סמכות ההחלטה על קיום דיון נוסף",1
"סמכות ההכרזה על אירוע חירום כלכלי",1
"סמכות הוצאת חברי כנסת מהדיונים במליאה ובוועדות",1
"סמכות הוצאת צווים מינהליים להפסקת שירותי אבטחה",1
"סמכות הורי אומנה למתן הסכמה לטיפול פסיכיאטרי ותרופתי",1
"סמכות הורים אומנים למתן הסכמה לטיפול פסיכיאטרי",1
"סמכות החלטה על חקירה והעמדה לדין של נבחרי ציבור",1
"סמכות הכנסת להשהות שביתות ולחייב בבוררות בשירותים חיוניים",1
"סמכות הכרזה על אי-התאמה בין חוק לחוק-יסוד",1
"סמכות הכרזה על אירוע חירום בידי ועדת הכספים של הכנסת",1
"סמכות הממשלה במינוי ובפיטורי בכירים בשירות המדינה",1
"סמכות הממשלה לקבוע עמדות משפטיות וייצוג משפטי",1
"סמכות הממשלה לשינוי או ביטול החלטות מוסדיות של נושאי משרה שפוטרו",1
"סמכות המשטרה לדרוש נתוני תקשורת ממקורות שאינם ספקים מורשים",1
"סמכות המשטרה להחרמת רכב בשל חסימת כבישים",1
"סמכות המשטרה להחרמת רכב בשל חסימת תנועה",1
"סמכות הנגיד לקביעת כללים בריביות פיקדונות ועובר ושב",1
"סמכות הסרת תכנים פוגעניים מן האינטרנט",1
"סמכות הענקת פרס ישראל וניהולו",1
"סמכות הקמת ועדת בדיקה לאירועים חריגים בבריאות הנפש",1
"סמכות הקמת ועדת בדיקה לעניין מטופלים פסיכיאטריים",1
